Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
A per-transaction margin of a few cents constrains an assistant expected to handle millions of interactions monthly. Which lever does that constraint point at first?,multiple-choice,"Horizontal scaling, which spreads the same total spend across more concurrent capacity.",,"Streaming, which improves how quickly each interaction appears to the user to complete.",,"A larger context window, which reduces the number of interactions needed per transaction.",,"Tier selection per step, which is the largest single multiplier on unit cost available.",,,,,,4,"Unit cost at volume drives tier selection first, then caching and batching, then context discipline. Choosing the right tier per step is the largest multiplier because it applies to every token in both directions. Streaming changes perceived latency rather than cost, and scaling changes where the spend happens rather than how much of it there is.",D1 Solution Design & Architecture
A team proposes the most capable tier everywhere on the grounds that quality is what matters most. What is the architect's objection?,multiple-choice,"The most capable tier has a smaller context window, which constrains the longer steps involved.",,"The most capable tier produces more verbose output, which raises the cost of every downstream step.",,"Selection is a multi-factor trade-off per step, and one factor optimized alone is not a design.",,The most capable tier is unavailable at the volume this system is expected to reach at peak.,,,,,,3,"Model selection weighs reasoning ability, speed, context capacity and cost together against a specific workload's complexity, quality bar, latency target and budget. Optimizing any single factor in isolation is rejected, including the flattering version of it. Selection is also per step rather than per system: a triage classifier and a final synthesis step have genuinely different requirements.","D2 Claude Models, Prompting & Context Engineering"
Ninety-five percent of a support workload is routine and five percent requires deep reasoning. Volume is high and the hard cases are expensive to get wrong. What is the standard design?,multiple-choice,"A mid tier for everything, balancing the requirements of the routine and the hard cases.",,"A capable tier for everything, since the cost of a wrong answer on the hard cases dominates.",,"A cheap tier for everything, with customer complaints identifying the cases needing rework.",,"A cheap tier triaging every request, escalating the flagged minority to a capable tier.",,,,,,4,"When volume and difficulty conflict on different subsets, the standard answer is tiered routing: the cheap tier triages and the capable tier handles the flagged minority. Running everything on the capable tier overpays on the routine majority, the cheapest tier discovers quality problems through customers, and a single mid tier averages across a workload that is genuinely bimodal.","D2 Claude Models, Prompting & Context Engineering"
"A persona and a set of standing behavioural rules are currently prepended to every user message by the client application. What should change, and what remains true afterwards?",multiple-choice,"Leave them where they are, since repetition in each message reinforces the behaviour wanted.",,"Move them to the system prompt, which is still advisory and does not enforce anything.",,"Move them to the system prompt, which makes them binding in a way user messages are not.",,"Move them to a tool description, which is read whenever the model considers taking an action.",,,,,,2,"Persistent, request-independent behaviour belongs in the system prompt, and repeating it in every user message is fragile and unmaintainable across a team. The second half matters just as much: the system prompt remains advisory. A requirement that must hold even under prompt injection belongs in an enforced layer, and both halves of this distinction are tested.","D2 Claude Models, Prompting & Context Engineering"
An agent loop's context is dominated by tool results from earlier iterations that are no longer relevant. Which mechanism fits the symptom?,multiple-choice,"Compaction, which summarizes the earlier conversation into a condensed representation.",,"Memory, which writes the accumulated results to durable storage outside the session.",,"Retrieval, which injects only the tool results relevant to the current step of the loop.",,"Context editing, which prunes stale tool results rather than summarizing the dialogue.",,,,,,4,"The four mechanisms are distinguished by what they do and where they act. Context editing prunes stale tool output, which is precisely the bulk described. Compaction summarizes dialogue, memory persists across sessions, and retrieval serves a corpus that lives outside the conversation. Choosing between them is a diagnosis of the symptom rather than a preference.","D2 Claude Models, Prompting & Context Engineering"
An assistant must recall a customer's stated preference from a conversation six weeks earlier. Which mechanism delivers that?,multiple-choice,"A durable external store, which is the only mechanism that survives beyond one session.",,"A larger context window, which accommodates a conversation history of that overall length.",,"Compaction, which condenses the earlier conversation so its substance is carried forward.",,"Caching, which retains the earlier prefix so it can be reused when the customer returns.",,,,,,1,"Nothing held within a session survives it. Memory or an equivalent external store is the only cross-session mechanism, and the design decision that follows is what to persist and for how long, which is where privacy review belongs. Compaction and a larger window both try to make one session span six weeks, which is not how conversations arrive.","D2 Claude Models, Prompting & Context Engineering"
"An assistant answers poorly from the very first turn of every session, with no degradation over time. A team member proposes a context management strategy. What should the architect say?",multiple-choice,"Context strategies address degradation over a run, so a first-turn problem lies elsewhere.",,"The context strategy is reasonable, since a large system prompt crowds the first turn too.",,"The context strategy is reasonable, but it should be paired with a larger context window.",,"Context strategies address cost rather than quality, so neither of them will change answers.",,,,,,1,"The diagnostic distinction is when the quality problem appears. Degradation over the course of a run points at context exhaustion; poor answers from the first turn point somewhere else entirely — grounding, prompt design, task-model fit, or a retrieval layer returning the wrong material. Applying a context strategy to a first-turn problem addresses a symptom the system does not have.","D2 Claude Models, Prompting & Context Engineering"
A prompt change is proposed for a feature with a mature evaluation set and a strict output schema. What must move together?,multiple-choice,"The prompt and the schema, since the eval set measures outcomes rather than implementation.",,"The prompt and the eval set, since the schema is enforced independently of how it is prompted.",,"The prompt, the schema and the eval set, which are versioned and re-validated as one change.",,"The prompt alone, provided the eval set is re-run afterwards and the results are recorded.",,,,,,3,"Prompt, schema and evaluation set are coupled artifacts: changing the instructions usually changes the shape being produced and what a correct result looks like. Versioning them together and re-running the evaluation before rollout is what keeps a contract from drifting out of sync with the consumers depending on it.","D2 Claude Models, Prompting & Context Engineering"
"An architect notes that a proposed prompt edit will add a per-request identifier near the top of a long, otherwise stable system prompt. What is the consequence worth raising?",multiple-choice,"The eval set becomes invalid, since each request now differs from the ones it was built on.",,"Output quality drops, since an identifier occupying the early context displaces the instructions.",,"The context window is exceeded sooner, since the identifier adds tokens on every request.",,"Prefix stability is lost, so the cost consequence is immediate and has no behavioural symptom.",,,,,,4,"Caching is a byte-exact prefix match, so a value that varies per request invalidates everything after it. The reason it is worth raising in review is that nothing about the output changes — the system behaves identically and simply costs several times more, which is a defect that only a cost dashboard reveals.","D2 Claude Models, Prompting & Context Engineering"
"Two million stored records must be enriched overnight, with nothing user-facing. A team proposes an agent iterating over the dataset. What is the correct mode?",multiple-choice,"Event-driven processing per record, so enrichment happens as each record becomes available.",,"Synchronous calls with high concurrency, so the whole job completes as early as possible.",,"An asynchronous queue with a status surface, so progress is observable while it proceeds.",,"Batch submission with results collected by request identifier, since nobody is waiting.",,,,,,4,"High volume with nobody waiting on any individual result is the batch profile, at substantially lower cost per token, with results keyed by request identifier rather than by order. Event-driven suits ongoing change capture rather than a one-time backfill, and applying an agent loop to a uniform, well-specified transformation buys nondeterminism and cost for nothing.",D3 Integration
"A retrieval index is rebuilt monthly from a source that changes weekly. Users report answers that are confidently wrong about recent policy, and nothing in the system flags them. Which stage is at fault?",multiple-choice,"Generation, where the grounding instructions determine how closely each answer follows its sources.",,"Verification, where citation checking determines whether a claim traces to a real passage.",,"Ingestion, where refresh cadence and change detection determine whether answers reflect reality.",,"Retrieval, where ranking determines whether the most recent passages are surfaced at all.",,,,,,3,"Stale answers that look current are the most damaging RAG failure precisely because nothing signals them: retrieval succeeds, citations resolve, and the cited passage genuinely says what the answer says — it is simply out of date. That is an ingestion decision about refresh cadence and change detection. The later stages all operate faithfully on whatever the index contains.",D3 Integration
A retrieval pipeline chunks a policy manual on a fixed character count. Answers are individually plausible and occasionally wrong in a specific way: a rule is stated without its exception. What is the cause?,multiple-choice,"The chunk boundaries separate rules from their exceptions, so fragments retrieve independently.",,"The generation step lacks grounding instructions, so the model omits qualifications it retrieved.",,"The index is stale, so the exceptions were added after the most recent ingestion took place.",,"The retrieval ranking favours short passages, so the exception ranks below the rule it modifies.",,,,,,1,"Chunking decisions determine what can be retrieved together. A fixed character count cuts wherever the count lands, which splits a rule from the exception that qualifies it, and each fragment is individually true while the pair is jointly misleading. The specificity of the symptom — a rule without its exception — points at boundaries rather than at ranking or freshness.",D3 Integration
"A retrieval-backed assistant is asked something its corpus does not cover, and it produces a confident, plausible, unsupported answer. What is missing from the design?",multiple-choice,"A larger corpus, so questions of that kind are covered by material the system can retrieve.",,"A more capable tier, which is better able to recognise when it does not know an answer.",,"A higher retrieval threshold, so weakly matching passages are not passed to the generation step.",,"An explicit not-found path, so a retrieval miss becomes a refusal rather than a fabrication.",,,,,,4,"If a design has no explicit not-found branch, a retrieval miss leaves the model obliged to produce something, and what it produces will look exactly like a grounded answer. An explicit refusal-or-escalate path is a design requirement rather than a nicety. Growing the corpus moves the boundary without handling what falls outside it.",D3 Integration
An organization must connect Claude-based clients to nine internal systems and expects to add further clients. What is the architectural argument for a standardized protocol?,multiple-choice,It turns a multiplicative integration problem into an additive one across clients and systems.,,"It caches tool results across clients, so repeated queries against a system are served once.",,"It removes the need for per-system authentication, since the protocol handles access centrally.",,It improves answer accuracy by standardizing how each system describes its own capabilities.,,,,,,1,"Without a standard, every client-and-system pair needs bespoke integration code, so the work scales with the product of the two. With one, each system is exposed once and each client consumes it, so the work scales with the sum. That combinatorial reduction is the justification; accuracy and caching are not claims the protocol makes, and authentication remains a real design decision.",D3 Integration
"An agent uses a broad command-execution tool for everything, including issuing refunds. Compliance asks for a reviewable record of every refund with its amount and recipient. What changes?",multiple-choice,"Require the agent to state its intent before each command, and record those stated intentions.",,Promote refunds to a dedicated tool with typed arguments the harness can audit per call.,,Parse the command strings for refund invocations and record the arguments extracted from them.,,"Log every command the tool executes, so the refunds are captured within the complete record.",,,,,,2,"A broad execution tool hands the harness an opaque string, which is why it cannot be governed per action. Promoting an action to its own tool when it must be gated, audited, rendered or parallelized gives you typed arguments an audit trail can rely on. Parsing strings is fragile against quoting, and a model-stated intention is not evidence of what was executed.",D3 Integration
A data-flow review maps which fields cross which boundary for an assistant handling customer records. The team believes the mapping is complete. Which hop is most commonly missed?,multiple-choice,"The provider API call, which is the only hop leaving the organization's own infrastructure.",,"Application logs, which are a retained copy of whatever was sent and are rarely classified.",,"The user interface, which renders the response and is the last hop before a person sees it.",,"The retrieval index, which holds a derived copy of documents already inside the boundary.",,,,,,2,"Retention and residency have to be known for every hop, and logs are the copy teams most often overlook because they are written by infrastructure rather than by the feature. A log line containing a full customer record is a retained copy of personal data with its own retention obligation, and it typically sits outside whatever classification the design applied to the request itself.",D3 Integration
"Support staff use an assistant that can read records, draft replies, issue refunds and delete accounts. Their role requires only the first two. A team proposes logging refunds and deletions. What does an architect prescribe?",multiple-choice,Keep them and alert a manager whenever either capability is actually used by the agent.,,Keep them and require a confirmation prompt before either capability can be invoked.,,Remove the two unneeded capabilities from this agent's surface rather than observing them.,,"Keep them but restrict them to specific hours, reducing the window within which they can be run.",,,,,,3,"Least privilege means removing capabilities the role does not require, eliminating the attack surface rather than watching it. Logging and alerting are detective controls that tell you afterwards; a confirmation prompt is a compensating control that fatigue and a convincing instruction both defeat. All three leave a capability present that nobody in this role needs.",D3 Integration
An assistant calls a downstream system using the deploying service's identity rather than the requesting user's. What does that bypass?,multiple-choice,"Per-user entitlements, so every user effectively sees whatever the service is permitted to see.",,"Session isolation, since concurrent users share the identity under which their work is performed.",,"Rate limiting, since all requests are attributed to one identity rather than spread across users.",,"Audit attribution, since the log shows the service rather than the person who made the request.",,,,,,1,"Acting with the service's identity rather than the user's collapses every user's access to the union of what the service can reach, which is an authorization failure rather than an accounting one. Attribution and rate limiting are genuine secondary consequences, but the property being violated is that entitlements are no longer enforced per request.",D3 Integration
An assistant begins receiving rate-limit responses during a traffic peak. Half its workload is a user-facing chat and half is a nightly enrichment job sharing the same quota. What is the designed response?,multiple-choice,"Raise the client timeout on both paths, so queued requests eventually complete successfully.",,"Back off with jitter, queue the enrichment work, and shed chat load with a clear message.",,"Back off with jitter on both paths, so the shared quota is consumed fairly between them.",,"Retry both paths immediately, since the peak is brief and the quota recovers continuously.",,,,,,2,"Rate limiting is handled with exponential backoff and jitter, and then the two halves of the workload diverge: latency-tolerant work is queued, while work a user is waiting on is shed with an honest message rather than left hanging. Treating both identically ignores that only one of them has somebody watching. Immediate retries make congestion worse.",D3 Integration
"A downstream inventory service is unavailable, and the assistant currently returns a generic failure for every request including those not needing inventory. What is the designed behaviour?",multiple-choice,"Fall back to a cached inventory snapshot, answering from it until the service recovers.",,Degrade to the capability that still works and state which part is currently unavailable.,,"Return the generic failure until the dependency recovers, so behaviour stays predictable.",,"Queue every request until inventory returns, then process the backlog in arrival order.",,,,,,2,"Resilience design specifies behaviour per dependency: when a downstream tool is down, degrade to the subset of capability that still functions and say which part is unavailable. Failing everything treats one dependency as if it were all of them, queueing makes a user wait for something that may not return, and serving stale inventory as if it were live invents a different failure.",D3 Integration
A returns assistant is sent the full customer record — including date of birth and payment instrument — to draft a reply about a delayed parcel. What does an architect require?,multiple-choice,Minimize the fields crossing the boundary to those the drafting task actually requires.,,"Encrypt the record in transit, so the additional fields are protected while they are sent.",,"Redact the record in the logs, so the additional fields are not retained after the request.",,"Restrict the assistant's output, so the additional fields cannot appear in the drafted reply.",,,,,,1,"Data minimization happens at the boundary: send the fields the task needs and nothing else, because data never sent cannot be logged, retained, summarized into a compaction block, or surfaced by a successful injection. Encryption protects data in transit that still arrives, and controlling the output leaves the sensitive fields in context where an attacker can still reach them.",D3 Integration
"A team presents accuracy as their complete evaluation strategy for a customer-facing feature, arguing correctness is what matters. What is missing?",multiple-choice,"Latency, cost, safety and security, without which a perfectly accurate feature may still not ship.",,"A per-segment accuracy breakdown, since the aggregate may conceal a poorly performing subset.",,"A larger accuracy sample, since the figure quoted was measured on too few examples to be reliable.",,"A comparison against the current manual process, since accuracy is only meaningful relative to it.",,,,,,1,"A complete strategy spans accuracy, latency, cost, safety and security, scaled to the feature's stakes. Correctness matters most and is not sufficient: a feature that is accurate but too slow, too expensive, or capable of leaking data still cannot go to production. Sample size and segmentation are refinements of one dimension rather than the missing dimensions.","D4 Evaluation, Testing & Optimization"
"An evaluation dataset is assembled from a large sample of typical, representative requests. It passes at ninety-eight percent. What does that tell the team?",multiple-choice,"That the system is ready, since a representative sample is what production traffic will resemble.",,"Very little, since a set without edge, ambiguous and adversarial cases cannot fail informatively.",,"That the sample is too small, since ninety-eight percent implies too few failures to analyze.",,"That the grading method is too lenient, since a well-built set rarely passes at that rate.",,,,,,2,"A dataset of easy, typical cases produces a passing score and no information: it cannot fail, so it cannot warn you. Representative sets deliberately include edge cases, ambiguous scenarios, adversarial probes, known past failures and negative cases where the right answer is a refusal. The problem is composition rather than size or strictness.","D4 Evaluation, Testing & Optimization"
"The team wants to know whether the system asks, escalates, or guesses when a request is genuinely unclear. Which part of the dataset carries that signal?",multiple-choice,"Ambiguous cases, which reveal the behaviour chosen when no single answer is correct.",,"Edge cases, which reveal behaviour at the boundaries of the expected input distribution.",,"Negative cases, which reveal whether the system declines when the corpus lacks an answer.",,"Adversarial cases, which reveal how the system behaves when it is actively probed.",,,,,,1,"Ambiguous cases are often the highest-value signal in a whole evaluation set, because they surface whether a system asks a clarifying question, escalates, or quietly guesses — and guessing is invisible in aggregate accuracy. Negative cases test refusal when an answer does not exist, which is a related but distinct behaviour.","D4 Evaluation, Testing & Optimization"
A feature has passed its development evaluation gate and is being prepared for release. What belongs in the pre-release stage specifically?,multiple-choice,"A sampling plan and a set of production alarms, so regressions are detected once real traffic arrives.",,"A stakeholder demonstration, confirming the feature does what the requirements described.",,"A regression pass against known failures, an adversarial pass, and profiling at expected volume.",,"A full re-run of the development evaluation set, confirming the same result a second time.",,,,,,3,"Each lifecycle stage has its own gate. Pre-release is where past incidents are re-tested, adversarial inputs are probed, and cost and latency are profiled at the volume actually expected — none of which the development gate covers. Sampling and alarms belong to the production stage, and repeating the development run adds confidence about something already measured.","D4 Evaluation, Testing & Optimization"
"A faster model halves response time and escalates roughly half its cases to a human queue, where the previous model escalated a tenth. The team reports a latency improvement. What is wrong with that claim?",multiple-choice,"Time to a resolved case has risen, since most cases now wait in a human queue as well.",,The measurement excluded the time spent generating the escalation summary for each case.,,"The faster model produces shorter answers, so the comparison is not measuring like for like.",,"The comparison used the average rather than the tail, which is where the difference shows.",,,,,,1,"The unit that matters is the resolved case, not the individual call. A model that answers twice as fast while sending five times as many cases into a human queue has made the end-to-end experience considerably slower for most requests. Measuring at the call boundary optimizes the measurable rather than the meaningful, which is the same error whether the dimension is cost or latency.","D4 Evaluation, Testing & Optimization"
An assistant passes its offline evaluation comfortably and users describe it as unusable in the flow. Which metric was most likely absent or measured wrongly?,multiple-choice,"Safety, since refusals that are acceptable offline become obstructive in a real workflow.",,"Tail latency, since a long-tailed distribution is hidden by an average that looks acceptable.",,"Cost, since an expensive feature is throttled in production in ways offline tests do not show.",,"Accuracy, since offline grading is more permissive than the judgment users apply in practice.",,,,,,2,"Agent and retrieval latency is long-tailed, and a mean that looks fine can sit alongside a p95 that makes a feature unusable. Measuring p50 and p95 end-to-end, plus time to first token where output is streamed, is what connects an offline pass to the experience in the flow.","D4 Evaluation, Testing & Optimization"
A production incident is resolved by a prompt fix. What should happen to the failing case?,multiple-choice,"It is added to the monitoring rules, so a recurrence raises an alarm as soon as it happens.",,"It is documented in the incident report, which is reviewed before the next release goes out.",,"It becomes a permanent case in the evaluation set, so the regression cannot silently return.",,"It is added to the system prompt as a counter-example, so the model avoids repeating it.",,,,,,3,"Every incident becomes a permanent regression test. An incident report is read once and a monitoring rule detects a recurrence after it has already reached users, whereas an eval case prevents the same failure from shipping again. Adding counter-examples to the prompt addresses this instance without establishing whether it stays fixed.","D4 Evaluation, Testing & Optimization"
"A team wants to reduce cost and has already right-sized the tier per step and batched what is latency-tolerant. What is the next lever, and what must accompany it?",multiple-choice,"Reducing the output cap, since shorter responses cost less across every request that is made.",,"Caching the stable prefix, followed by a re-run of the evaluation set to confirm quality held.",,"Caching the stable prefix, which is a pure cost change and needs no further verification.",,"Reducing the evaluation frequency, since evaluation itself is a meaningful share of the spend.",,,,,,2,"The cost levers run in order — tier per step, batch, cache the stable prefix, control context growth, tune effort — and every one of them can move quality, so each is followed by re-running the evaluation set. Treating any lever as behaviourally neutral is how a silent regression ships alongside a cost saving.","D4 Evaluation, Testing & Optimization"
A team reports that streaming has reduced their latency problem. What should an architect verify?,multiple-choice,"Whether users noticed, since perceived improvement is the only thing latency work is aimed at.",,"Whether the streaming implementation buffers, since buffering removes the benefit entirely.",,"Whether total time actually changed, since streaming improves perceived rather than real latency.",,"Whether the model tier changed at the same time, since that would confound the measured improvement.",,,,,,3,"Streaming improves perceived latency by showing output as it is produced; it does not reduce total generation time or cost. If the underlying problem was a time budget rather than a blank screen, the metric to check is end-to-end completion, which streaming leaves unchanged. Both effects are legitimate, and confusing them produces a fix aimed at the wrong constraint.","D4 Evaluation, Testing & Optimization"
A prompt improvement is validated by running it once on a difficult example and comparing the result. What is the objection?,multiple-choice,"The comparison lacked a control, so the previous version should have been re-run alongside it.",,"Output is non-deterministic, so one sample cannot distinguish a real improvement from noise.",,"The example was difficult, so improvement on it does not imply improvement on typical cases.",,"The example may already be in the evaluation set, which would make the comparison circular.",,,,,,2,"Non-determinism means the same input can yield different output, so a single passing run proves nothing and a single failure may not reproduce. Changes are judged by aggregate movement across an evaluation set. The difficulty of the chosen example is a secondary concern beneath the fact that one sample is not evidence at all.","D4 Evaluation, Testing & Optimization"
A risk register entry reads: 'Hallucination — mitigated by using the most capable model and instructing the assistant to be accurate.' What should an architect change?,multiple-choice,"Record it as a low-likelihood risk, since capable models rarely produce ungrounded output.",,"Record it as mitigated, but add a monitoring rule that detects any ungrounded answers in production.",,"Record it as accepted, since no design can address it and documenting the acceptance suffices.",,"Record it as a documented property requiring compensating controls, not something configured away.",,,,,,4,"Hallucination is a documented property of these systems, not a defect removed by a setting, a bigger model, or a stern instruction. The professional framing acknowledges the limitation and adds compensating controls: grounding and retrieval, citation checks, verification before action, and human review where the output is consequential. Claiming it is mitigated by configuration is the specific error.","D5 Governance, Safety & Risk Management"
An assistant ingests supplier documents from external parties and can raise purchase orders. Which control most directly addresses injection from that content?,multiple-choice,"Use a more capable tier, which is more resistant to being steered by adversarial content.",,Treat the content as data and restrict which sensitive actions it can trigger without review.,,Scan each document for known injection phrases and quarantine anything that matches them.,,Accept documents only from those suppliers on an approved list maintained by the procurement team.,,,,,,2,"The answer pairs the preventive control — retrieved content is data, never instructions — with the containment control that limits what such content can trigger unreviewed. An approved supplier list misplaces trust, since a legitimate supplier's document can be compromised or contain user-generated text. Phrase scanning is an unbounded blocklist, and capability is not the axis the attack runs along.","D5 Governance, Safety & Risk Management"
A clinical team asks where the boundary should sit between what the assistant does and what the clinician does. What is the correct division?,multiple-choice,"The assistant decides and the clinician countersigns, which records accountability for each decision.",,The assistant decides routine cases and refers only the ones it identifies as complex to a clinician.,,"The assistant and the clinician decide jointly, with any disagreements resolved by a second clinician.",,"The assistant drafts, summarizes and surfaces options; the clinician decides and owns the outcome.",,,,,,4,"For regulated professional judgment the division is that Claude drafts, summarizes and surfaces options while a qualified human decides and owns the result. Letting the assistant decide the cases it judges routine rests on its own assessment of difficulty, which fails precisely where it matters, and a countersignature after the fact records a decision rather than making one.","D5 Governance, Safety & Risk Management"
A customer exercises their right to have their data deleted. The team removes the records from the primary database. What else must be considered?,multiple-choice,"Every derived copy, including memory stores, evaluation datasets and retained request logs.",,"The backup schedule, so that the records do not reappear whenever a restore is performed later.",,"The audit trail, which must be amended so that references to the deleted customer are removed.",,"The retrieval index, which is the only derived copy that reproduces the original source content.",,,,,,1,"Rights of access, correction and deletion reach data wherever it has been copied, and the copies teams overlook are the ones created by engineering rather than by the product: memory stores, evaluation sets built from production traffic, and request logs. The retrieval index is one such copy among several. An audit trail generally must be preserved rather than amended, which is a separate obligation to reconcile.","D5 Governance, Safety & Risk Management"
