Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
A prompt is built by substituting values into a template. What must the design guard against?,multiple-choice,"Substituted values being absent, which leaves the template incomplete.",,Substituted content making the prompt exceed the context available.,,Substituted values differing in format between one call and the next.,,Substituted content being read as instruction rather than as data.,,,,,,4,"Interpolation is where untrusted content enters the prompt, and without delimiting and clear labelling the model has no way to tell the supplied value from the surrounding instruction. Length, formatting and missing values are engineering concerns of a lower order than the boundary between instruction and data.","D2 Claude Models, Prompting & Context Engineering"
"A prompt mixes instruction, reference material and the user's request as continuous prose. What is the first improvement?",multiple-choice,"Reorder the parts, so the instruction appears at the end.",,"Shorten the prompt, and so there is less material to be confused.",,"Separate them structurally, so each part's role is unambiguous.",,"Add examples, so the intended behaviour is demonstrated.",,,,,,3,"Marking the parts is what lets the model tell what it is being asked to do from what it is being asked to work on, and it is the structural change that makes everything else more reliable. Ordering matters for long inputs, and both length and examples address different problems.","D2 Claude Models, Prompting & Context Engineering"
A task requires several dependent inferences and the output frequently reaches a wrong conclusion. Which technique fits?,multiple-choice,Asking for the conclusion with a confidence rating attached to it.,,Asking for the intermediate steps before the conclusion is stated.,,"Asking for the conclusion first, then the reasoning that supports it.",,"Asking for several conclusions, so the strongest can be selected.",,,,,,2,"Where a problem has genuine intermediate steps, working them explicitly improves the result and makes the reasoning inspectable. Stating the conclusion first invites the reasoning to be constructed to support it. Multiple conclusions and confidence ratings do not create the intermediate work the task requires.","D2 Claude Models, Prompting & Context Engineering"
A team assigns the model a professional role in the system prompt. What does that legitimately achieve?,multiple-choice,"A constraint on scope, since the role bounds what is treated as relevant.",,Access to domain knowledge the model would not otherwise apply.,,"Higher accuracy, since the framing induces more careful reasoning.",,"Register and the priorities the output leads with, not added knowledge.",,,,,,4,"Role framing shapes tone, vocabulary and which considerations surface first, which genuinely helps output fit its audience. It adds no knowledge and does not raise accuracy, so treating it as a substitute for criteria, examples and structure is where teams overestimate what it does.","D2 Claude Models, Prompting & Context Engineering"
A multi-turn assistant must decide what to carry forward between turns. What should govern that?,multiple-choice,"The most recent turns, which are most likely to remain relevant.",,"Everything, until the context window makes a reduction necessary.",,"What the next turn actually needs, decided rather than accumulated.",,"A summary produced after every turn, replacing the detail.",,,,,,3,"Treating context as a budget to allocate means deciding what earns its place each turn: the decisions, the constraints, the state. Accumulating until it breaks defers the decision to the moment it is most expensive, and fixed recency or per-turn summarization apply a rule instead of a judgment.","D2 Claude Models, Prompting & Context Engineering"
A model version the assistant depends on is being retired. What should the migration plan lead with?,multiple-choice,Scheduling the change for a period of low production traffic.,,Running the existing evaluation cases against the successor.,,Comparing the published characteristics of the two versions.,,"Rewriting the prompts, which were tuned to the current version.",,,,,,2,"A prompt encodes assumptions about how a particular version behaves, and only the organization's own cases reveal which of those still hold. Rewriting pre-emptively assumes a problem, published characteristics do not predict behaviour on a specific workload, and timing addresses risk without reducing it.","D2 Claude Models, Prompting & Context Engineering"
An extraction must produce the same values on the same input across runs. Which setting most directly supports that?,multiple-choice,"A more capable tier, which reaches the correct answer more often.",,"A low sampling temperature, which narrows the variation between runs.",,"A higher reasoning budget, which makes each extraction rather more careful.",,"A longer prompt, giving more guidance on how fields are populated.",,,,,,2,"Temperature governs randomness in token selection and is the direct control over run-to-run variation on an identical input. Capability and reasoning budget raise the chance of being right, which is a different property from being consistent, and neither removes sampling variability.","D2 Claude Models, Prompting & Context Engineering"
A workload is high volume and tolerant of delay. Which lever does that specifically unlock?,multiple-choice,"Asynchronous submission, which is offered at a reduced rate.",,"Shorter prompts, which reduce the input volume per request.",,"A smaller tier, which reduces the per-token cost of the work.",,"Prompt caching, which reduces the cost of the repeated portion.",,,,,,1,"The discount for tolerating delay is what latency tolerance buys, and it applies on top of the other levers. Caching, tier selection and prompt trimming are available to latency-sensitive workloads too, which is why none of them is what this workload's tolerance uniquely enables.","D2 Claude Models, Prompting & Context Engineering"
Services in an integration authenticate to one another with a shared static credential. What is the objection?,multiple-choice,The credential cannot be rotated without coordinating every service.,,A compromise of any one of them compromises all of the others.,,The calls cannot be attributed to the service that made them.,,The credential must be distributed to each service securely.,,,,,,2,"A shared secret collapses the blast radius of every service into one, so the weakest of them determines the security of all. Per-service identity is what contains a compromise. Rotation difficulty and lost attribution are real consequences that follow from the same choice.",D3 Integration
An assistant calls a downstream service that occasionally becomes very slow. What protects the caller?,multiple-choice,"A timeout matched to its own deadline, with a defined fallback.",,"A retry policy, so a slow call is abandoned and reattempted.",,"An alert, and so operators are notified when the service degrades.",,"A queue, so slow calls do not block the requests behind them.",,,,,,1,"A caller's latency is its own responsibility, which means bounding how long it will wait and knowing what it does when the bound is reached. Retries without a timeout extend the wait, queueing changes where the delay accumulates, and alerting informs without protecting the request in flight.",D3 Integration
A webhook delivers events and the receiver must confirm they are genuine. What is required?,multiple-choice,Restriction of the endpoint to the sender's published address range.,,Verification of the sender's signature before the payload is trusted.,,"A shared secret in the payload, checked before it is processed.",,"Encryption of the payload, so its contents simply cannot be read in transit.",,,,,,2,"A public endpoint receives whatever anyone sends it, so authenticity has to be established cryptographically on the payload itself. Address restrictions are a useful supplement that can be defeated and change with the sender's infrastructure. Encryption addresses confidentiality rather than origin.",D3 Integration
Data must be mapped between two systems whose models differ. Where should that transformation live?,multiple-choice,"In the prompt, so the model performs the transformation.",,"In the receiving system, which knows just what shape it requires.",,"In an explicit layer, so the mapping is visible and testable.",,"In the sending system, which knows what its data means.",,,,,,3,"Mapping is real logic with real edge cases, and burying it in either endpoint makes it invisible to the other and hard to test. An explicit layer is where the correspondence can be documented, versioned and exercised. Asking the model to transform structured data adds cost and nondeterminism to something code does exactly.",D3 Integration
A downstream call fails and the assistant returns a generic error to its caller. What is lost?,multiple-choice,The identity of the downstream service that actually failed.,,The number of attempts that were made well before it was returned.,,"Whether the caller should retry, adjust the request, or stop.",,The time at which the failure occurred within the request.,,,,,,3,"The caller's decision is what to do next, and a generic failure supports none of those choices, which is why callers end up retrying permanent errors. Internal service identity is often deliberately withheld, and timing and attempt counts are diagnostic detail rather than what the caller acts on.",D3 Integration
An API the assistant exposes must change in a way existing callers cannot absorb. What is the correct approach?,multiple-choice,Change it during a maintenance window agreed with the callers.,,Introduce a new version alongside the current one and migrate callers.,,Change it and notify the callers so they can update their integrations.,,Change it in a way that degrades gracefully for the existing callers.,,,,,,2,"A breaking change needs both versions available so callers migrate on their own schedule rather than all at once. Notification does not prevent the breakage, graceful degradation is what a compatible change achieves rather than an incompatible one, and a window makes the outage scheduled rather than avoided.",D3 Integration
Personal data passes through an intermediate service that has no need to see it. What does the design require?,multiple-choice,"That the service logs its access, and so any inappropriate use is detectable.",,"That the data does not reach it, rather than that it be trusted not to look.",,That the service encrypts the data while it is holding it in transit.,,That the service's operators are covered by a confidentiality agreement.,,,,,,2,"Minimizing what each component receives is the structural control, and it removes the question of trust rather than answering it. Encryption in transit protects against interception rather than against the service itself, and logging and agreements are detective and contractual layers over an exposure that need not exist.",D3 Integration
A vector index must be selected for a corpus that will grow substantially. What should drive the choice?,multiple-choice,How well it integrates with the storage the organization already uses.,,How straightforward it is to operate with the team's current skills.,,How it behaves at the size and query rate the corpus will reach.,,How accurate its results are on the corpus as it stands today.,,,,,,3,"An index chosen against today's corpus is chosen against the easy case, and the properties that matter — recall at scale, update cost, query latency under load — diverge sharply as size grows. Operability and integration are genuine constraints that should be applied to candidates that meet the scaling requirement.",D3 Integration
Retrieval misses documents worded differently from the query and also misses exact reference codes. What addresses both?,multiple-choice,"Combining semantic and keyword retrieval, since each covers the other's gap.",,"Query rewriting, which expands the query into alternative phrasings.",,"A better embedding model, which handles both kinds of match reliably.",,"A larger result set, and so rather more candidates are available for consideration.",,,,,,1,Semantic search handles paraphrase and struggles with exact tokens; lexical search is the reverse. Running both and merging is the standard response to a system showing both failures. A larger set and query expansion improve one method without covering the other's blind spot.,D3 Integration
Retrieval returns twenty candidates and the right one is present but buried. What addresses it?,multiple-choice,"A different chunking strategy, so candidates are more self-contained.",,"A smaller retrieval set, so less material competes for attention.",,A reranking stage that orders candidates before they enter the prompt.,,"A larger retrieval set, so the right candidate is more likely included.",,,,,,3,"Retrieval optimizes recall and reranking optimizes precision, and material present but poorly ranked is precisely a precision problem. Shrinking the set risks dropping the right candidate, enlarging it deepens the burial, and chunking is upstream of the ranking issue described.",D3 Integration
A document is updated in the source system and the assistant continues citing the old text. Where should investigation begin?,multiple-choice,"The retrieval configuration, which may be ranking the old chunk higher.",,"The chunking, which may have split the updated section differently.",,"The path by which updates reach the index, and its expected lag.",,"The cache, which may be serving a result from before the update.",,,,,,3,"Stale citations point first at ingestion: whether the update was detected, processed and reflected, and how long that is expected to take. A cache is the next candidate and is usually quicker to rule out. Ranking and chunking would not preserve superseded text that had genuinely been replaced.",D3 Integration
An integration must handle a downstream system that occasionally returns duplicate events. What does the receiver need?,multiple-choice,A time window within which duplicate events are ignored automatically.,,A request to the sender to stop sending the duplicated events.,,"Recognition of events it has already processed, keyed on their identity.",,A reconciliation pass that removes the effects of duplicate processing.,,,,,,3,"At-least-once delivery is the normal guarantee, so the receiver has to be able to recognize a repeat and do nothing. Keying on event identity is what makes that reliable regardless of how far apart the duplicates arrive. A time window fails for late duplicates, and reconciliation repairs after the fact.",D3 Integration
A golden dataset is being assembled for an assistant. What matters most about its composition?,multiple-choice,That every case in it has been verified by more than one reviewer.,,That it is large enough to detect small differences between versions.,,That it covers each of the features the system is expected to support.,,That it reflects the distribution of work the system will actually receive.,,,,,,4,"A set that does not resemble production measures something other than production performance, and every subsequent decision rests on that mismatch. Size, verification and feature coverage all improve a representative set and none of them rescues an unrepresentative one.","D4 Evaluation, Testing & Optimization"
Cases are added to an evaluation set only when they are easy to label. What does that produce?,multiple-choice,A set that requires more reviewer time per case than necessary.,,A set that becomes stale more quickly than a broader one would.,,A set biased toward the cases the system already handles well.,,A set that is smaller than it needs to be to detect differences.,,,,,,3,"Easy-to-label usually means unambiguous, and unambiguous usually means easy for the system too, so the set systematically excludes exactly the boundary cases where quality is determined. Deliberately curating the hard cases is what gives an evaluation set diagnostic power.","D4 Evaluation, Testing & Optimization"
A change is deployed to half of the traffic and compared against the other half. What does that establish over an offline comparison?,multiple-choice,That the change performs under production latency and load.,,That the change integrates correctly with the surrounding systems.,,"Behaviour on the real distribution, including cases nobody curated.",,"A larger sample, which makes any difference statistically firmer.",,,,,,3,"Live comparison exercises the change against what actually arrives, which is where curated sets are weakest and where regressions hide. Sample size, load behaviour and integration correctness all come along with it and are secondary to testing against the real input distribution.","D4 Evaluation, Testing & Optimization"
A new version is run against production traffic without its output being served. What is that for?,multiple-choice,Measuring its latency under realistic production conditions.,,Confirming it can handle the production request volume.,,Verifying its integration with the production dependencies.,,"Observing what it would have produced, with no risk to users.",,,,,,4,"Shadow running surfaces behavioural differences on real inputs while the existing version continues to serve, which is the safest way to see what a change would actually do. Capacity, latency and integration are all observable during it and are secondary to the behavioural comparison.","D4 Evaluation, Testing & Optimization"
A latency budget must be allocated across the stages of a request. How should it be derived?,multiple-choice,"From each stage's measured performance, summed to a total.",,"From the slowest stage, with the others allocated the remainder.",,"From the commitment backwards, so the stages sum within it.",,"From an equal division, adjusted as measurements become available.",,,,,,3,"Working backwards from the commitment makes the budget a constraint the design must satisfy, which surfaces early that a stage cannot fit and forces the trade-off. Summing measured performance produces a total that may exceed the commitment with nobody having decided anything.","D4 Evaluation, Testing & Optimization"
"A team must choose between two configurations, one more accurate and one much cheaper. What frames the decision?",multiple-choice,Whether the rather more accurate configuration meets the latency requirement.,,What the accuracy difference is worth against what the cost difference is.,,Whether the cheaper configuration meets the minimum quality threshold.,,Which of the two the team is more confident it can operate reliably.,,,,,,2,"The decision is a trade on a frontier and it needs both sides valued: what the additional correct outcomes are worth, and what the additional cost is. A minimum threshold is a necessary filter that does not choose between options above it, and latency is a separate constraint.","D4 Evaluation, Testing & Optimization"
Failures are being addressed individually as they are reported. What does a failure catalogue add?,multiple-choice,"A record of each failure, which supports reporting on quality over time.",,"Severity ratings, which determine which failures should be fixed first.",,"Reproduction steps, which make each failure faster to investigate.",,"Grouping by cause, which shows where a single fix has the most effect.",,,,,,4,"Categorizing by underlying cause converts a queue of incidents into a work plan, because one retrieval defect may account for a third of them while the rest are singletons. Records, severity and reproduction all improve the handling of individual failures without revealing the structure.","D4 Evaluation, Testing & Optimization"
Quality metrics are stable and users increasingly report poor results. What should be suspected?,multiple-choice,The users' expectations have risen since the system launched.,,The reports concern a feature the metrics do not cover at all.,,The metrics are measured too infrequently to show the change.,,The inputs have shifted away from what the metrics measure.,,,,,,4,"A fixed measurement on a fixed set holds steady while the traffic moves underneath it, which is the classic way a system degrades invisibly. Comparing current inputs against the evaluation set is the check. Expectation shift and coverage gaps are real and are the explanations to test after drift.","D4 Evaluation, Testing & Optimization"
An alert threshold is being set on an assistant's error rate. What should determine the value?,multiple-choice,The rate at which someone would genuinely need to act.,,The rate the system committed to in its published targets.,,The rate observed during the system's normal operation.,,The rate at which users would be likely to notice a problem.,,,,,,1,"A threshold that fires when nothing needs doing trains people to ignore it, so the value should be set where action is actually warranted. Normal operation and published targets are inputs to that judgment, and user perception is a useful signal that lags the operational one.","D4 Evaluation, Testing & Optimization"
A published benchmark shows one model outperforming another. What does that establish for a specific deployment?,multiple-choice,That the difference will then hold on the deployment's own evaluation set.,,That the better-performing model should be preferred as the default.,,"Little, since the benchmark's tasks may not resemble the deployment's.",,That the benchmark should be added to the deployment's own testing.,,,,,,3,"Benchmarks measure performance on their own tasks, and the ranking frequently inverts on a specific domain with specific prompts and material. Running the organization's own cases is what decides it. Adopting the benchmark as a test measures something the deployment does not do.","D4 Evaluation, Testing & Optimization"
A system is being documented for internal governance. What should that documentation state about its limits?,multiple-choice,"What it is not suitable for, in terms a non-specialist can apply.",,The technical constraints of the underlying model and its architecture.,,The measured accuracy figures across each of the evaluation categories.,,The conditions under which the system's performance was measured.,,,,,,1,"Documentation of limits earns its place when someone deciding whether to use the system for a new purpose can answer the question from it. Accuracy figures and measurement conditions belong in it as supporting detail, and model architecture rarely helps anyone make that decision.","D5 Governance, Safety & Risk Management"
A regulation requires that decisions be explainable to the people they affect. What does that constrain?,multiple-choice,Who is permitted to make the decision within the organization.,,"Where the decision is made, since a model's output is not an explanation.",,"How the decision is recorded, and so that it can be retrieved when requested.",,How quickly the decision is communicated to the person affected.,,,,,,2,"An explainability requirement pushes the determination into logic that can be articulated, with the model supplying evidence rather than the conclusion. Recording, timeliness and authority are all part of the obligation and none of them makes an opaque determination explainable.","D5 Governance, Safety & Risk Management"
Data collected for one purpose is proposed for use in training or evaluating an assistant. What governs whether that is permitted?,multiple-choice,Whether the data remains well within the organization's own systems.,,Whether the data can be de-identified before it is used.,,Whether the use is beneficial to those same individuals.,,The purpose it was collected for and what individuals were told.,,,,,,4,"Lawful use is bounded by the purpose of collection and the information given at the time, and a new purpose may need a new basis. De-identification, benefit and containment all reduce risk without creating permission, which is the distinction teams most often collapse.","D5 Governance, Safety & Risk Management"
How long should an assistant's stored outputs be kept?,multiple-choice,"How long there is a defined need, balanced against the obligation to minimize.",,How long the outputs remain useful for improving the system.,,How long the storage cost remains acceptable to the organization.,,How long the organization retains its other operational records.,,,,,,1,"Retention has a floor set by accountability and a ceiling set by minimization, and the period has to be justified against both rather than defaulting to convenience. Cost, usefulness for improvement and general practice are considerations that do not by themselves justify holding personal data.","D5 Governance, Safety & Risk Management"
Processing will occur in a jurisdiction other than where the data was collected. What must be established?,multiple-choice,That the individuals concerned have been informed of the transfer.,,"A lawful basis for the transfer, in addition to one for the processing.",,That the receiving jurisdiction has in fact equivalent security standards.,,That the data is encrypted while it is in transit between them.,,,,,,2,"Cross-border movement is regulated separately from processing itself and requires its own mechanism, whatever the technical protections are. Encryption, security equivalence and notification may all be components of that and none of them constitutes the basis.","D5 Governance, Safety & Risk Management"
An assistant will produce content in a domain with professional standards. What does that require?,multiple-choice,Review by a qualified professional before any output is released.,,A disclaimer stating the content is generated and not professional advice.,,"The standards apply to the output, and the design must satisfy them.",,Restriction of the system to users who are qualified professionals.,,,,,,3,"Standards attach to the activity, and introducing a tool does not create an exemption. What satisfying them requires — qualified review, disclosure, restricted scope — follows from what the standards actually say rather than from picking one control and assuming it suffices.","D5 Governance, Safety & Risk Management"
An assistant generates material derived from documents the organization does not own. What risk does that raise?,multiple-choice,Reproduction of protected content in outputs the organization publishes.,,Disclosure of the source documents to the model provider within the prompt.,,Dependence on documents that may become unavailable in future.,,"Inaccuracy, since the documents may not be authoritative sources.",,,,,,1,"Output derived closely from protected material can reproduce it, and publishing that carries a rights exposure separate from any question about whether the assistant was accurate. Provider disclosure is a distinct confidentiality question, and availability and accuracy are operational and quality concerns.","D5 Governance, Safety & Risk Management"
An employee could use an assistant to access material beyond their role. What control addresses that?,multiple-choice,"Entitlement enforcement at retrieval, evaluated against that employee.",,"Monitoring of queries, so inappropriate access can be detected.",,Training so employees understand just what use is considered appropriate.,,A policy stating what employees may use the assistant to ask about.,,,,,,1,"An assistant that ignores entitlements becomes a route around every access control the source systems enforce, so the control has to sit at retrieval and evaluate the requesting user. Monitoring is detective, and policy and training govern intent rather than capability.","D5 Governance, Safety & Risk Management"
An incident involving an assistant has affected customers. What obligation is most likely time-bound?,multiple-choice,Determining the root cause of what went wrong technically.,,Notifying whichever authority the applicable regime requires.,,Remediating the affected customers' individual positions.,,Reviewing the controls that failed to prevent the incident.,,,,,,2,"Regulatory notification typically carries a defined deadline measured in hours or days, and missing it compounds the original failure with a separate breach. Remediation, diagnosis and control review are all necessary and are governed by the organization's own judgment about urgency.","D5 Governance, Safety & Risk Management"
A roadmap for an assistant is being communicated to business stakeholders. What should it be organized around?,multiple-choice,"The outcomes each stage delivers, rather than the capabilities built.",,"The sequence of technical work, so dependencies are visible.",,The teams responsible for delivering each part of the work.,,The quarters in which each item is expected to be completed.,,,,,,1,"Business stakeholders make decisions about outcomes, and a roadmap expressed as capabilities asks them to translate. Organizing by what becomes possible for whom keeps the conversation on the ground where they can prioritize. Sequence, timing and ownership are supporting detail.",D6 Stakeholder Communication & Lifecycle Management
A problem has been identified that the project team cannot resolve. What makes escalation effective?,multiple-choice,Stating what the team has already attempted to resolve it.,,Stating who within the organization is responsible for the area.,,Stating the problem clearly and its impact on the project's timeline.,,"Stating the decision required and the options, not just the problem.",,,,,,4,"An escalation that arrives as a problem creates work for the recipient; one that arrives as a decision with options and a recommendation can be answered. Impact, attempts and ownership are context that supports the decision rather than substituting for framing it.",D6 Stakeholder Communication & Lifecycle Management
An enablement plan is being prepared for the people who will use an assistant. What should it prioritize?,multiple-choice,"What it can do, so people identify uses for it themselves.",,"How to operate it, since that is what people need first.",,"When to rely on it and when not to, ahead of how to operate it.",,"How it works, so people can anticipate its behaviour.",,,,,,3,"The two failure modes are using it for work it is unsuited to and trusting output that needed checking, and both are matters of judgment rather than operation. Mechanics are quickly learned. Capability lists encourage exactly the unsuitable applications the plan should prevent.",D6 Stakeholder Communication & Lifecycle Management
Users have no route to report a poor output. What is the consequence beyond the individual case?,multiple-choice,The organization loses the failure cases its evaluation set most needs.,,The users lose confidence in the system over a period of time.,,The problems accumulate until they then are reported through other channels.,,The team cannot measure how satisfied the users are with it.,,,,,,1,"User reports are the richest source of real failure cases, and each one that goes uncaptured is a regression test the organization will never have. Confidence, satisfaction measurement and delayed reporting are real costs and none of them compounds the way a missing feedback loop does.",D6 Stakeholder Communication & Lifecycle Management
A system has been live for six months and no review has been held. What is most likely to have been missed?,multiple-choice,Whether the benefits assumed in the business case actually materialized.,,Whether the users have been adequately trained to use the system.,,Whether the system has in fact been operating within its availability targets.,,Whether the documentation has been kept current with the changes.,,,,,,1,"The claim that justified the investment is the one nobody revisits, because operational metrics are watched continuously and the business case is filed. Checking it is what makes the next business case credible. Availability, training and documentation are visible in day-to-day operation.",D6 Stakeholder Communication & Lifecycle Management
Two internal teams are building overlapping assistant capabilities. What is the architect's contribution?,multiple-choice,Proposing a merged design that satisfies both sets of requirements.,,Establishing which team has the stronger claim to the capability.,,Recommending that one of the two initiatives be stopped.,,"Making the overlap visible, with what each would give up by converging.",,,,,,4,"Duplication is often invisible to both teams, and surfacing it with an honest account of what convergence costs each of them lets whoever owns the portfolio decide. Recommending cancellation or a merged design pre-empts a decision that is not the architect's, and adjudicating claims is politics rather than architecture.",D6 Stakeholder Communication & Lifecycle Management
A procurement process requires the assistant's requirements to be specified before a supplier is chosen. What should the architect ensure is included?,multiple-choice,The timeline within which the capability must be delivered.,,"The constraints that would disqualify a supplier, stated testably.",,The features the organization would then like the supplier to provide.,,The budget available for the capability being procured.,,,,,,2,"Requirements that bind — data residency, retention, audit rights, latency, integration — are what make a selection defensible, and they need to be stated so a supplier's answer can be checked. Feature wishes, budget and timeline shape the process without distinguishing acceptable suppliers from unacceptable ones.",D6 Stakeholder Communication & Lifecycle Management
An executive summary of a design must be written. What determines its content?,multiple-choice,"What the reader has to decide, and what they need in order to decide it.",,The most important aspects of the design as the architect sees them.,,A condensed version of each section of the full design document.,,The aspects of the design most likely to raise questions later.,,,,,,1,"A summary for a decision-maker is organized around the decision: what is being asked, what it costs, what is being traded, and what would change the answer. Proportional condensation produces a shorter document that is equally hard to act on.",D6 Stakeholder Communication & Lifecycle Management
A sponsor expects the assistant to be right every time. When should that be addressed?,multiple-choice,"During discovery, since the expectation shapes what is worth building.",,"Before launch, so users are prepared for the system's limits.",,"At the first incident, when the expectation becomes concrete.",,"At the pilot, when measured accuracy figures become available.",,,,,,1,"An expectation of perfection changes what a viable design looks like and whether the project is worth starting, so it belongs in discovery alongside the other requirements. Deferring it means building against an implicit standard nobody has agreed and discovering the gap when there is least room to respond.",D6 Stakeholder Communication & Lifecycle Management
An organization wants to know whether its assistant tooling has improved engineering productivity. What should it measure?,multiple-choice,The volume of code and configuration the tooling has produced.,,"Outcomes such as change lead time and rework, not activity counts.",,The number of engineers using the tooling on a regular basis.,,The time engineers report the tooling has in fact saved them each week.,,,,,,2,"Activity is easy to count and says nothing about whether work is completed faster or better, and output volume can rise while quality falls. Measures that track the flow of change and how much of it comes back are what indicate a real effect. Self-reported saving is a useful signal that is not a measurement.",D7 Developer Productivity & Operational Enablement
