Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
Which observation distinguishes a context problem from a capability problem?,multiple-choice,Quality that falls whenever the source material is replaced with another.,,Quality that starts acceptable and degrades as the session continues.,,Quality that varies between runs of the same request and inputs.,,Quality that is poor on every request regardless of session length.,,,,,,2,"Degradation over the course of a run is the signature of context exhaustion, and the reflex to upgrade the model is expensive and leaves it untouched. Poor quality from the first turn is a different diagnosis, run-to-run variance is non-determinism, and sensitivity to source material points at grounding.","D2 Claude Models, Prompting & Context Engineering"
"Which integration mode fits reacting to changes in a system of record, and what does it require?",multiple-choice,"Asynchronous queued, needing a durable queue and a visible status surface.",,"Synchronous, needing a latency budget and a designed degraded response.",,"Batch, needing results correlated by the identifier supplied per request.",,"Event-driven, needing deduplication, ordering, poison handling and backpressure.",,,,,,4,"Reacting to changes in a system of record is the event-driven profile, and its design implications are specific: duplicate events recognised, ordering handled, repeatedly failing messages kept from blocking the stream, and a way to push back under load. The other modes describe different relationships between caller and work.",D3 Integration
"What does the assembly stage of a retrieval pipeline own, and what goes wrong when it is neglected?",multiple-choice,Ranking and filtering — neglect it and the passage that mattered is never retrieved.,,"Ordering, delimiting and budget — neglect it and untrusted content reads as instruction.",,Refresh and change detection — neglect it and answers are confidently out of date.,,Citation checking and coverage — neglect it and fabrication passes into the answer.,,,,,,2,"Assembly decides what goes into the context and in what form, so its characteristic failures are bloat and untrusted content being read as instruction. Ranking belongs to retrieval, refresh to ingestion, and citation checking to verification — four stages with four distinct failure modes.",D3 Integration
A system prompt is being reviewed for how it handles retrieved content. What must it state?,multiple-choice,That the delimited content comes from sources the organization has in fact approved.,,That the delimited content is data and must never be treated as instruction.,,That the delimited content has been checked for injection before inclusion.,,That the delimited content should be summarized rather than quoted directly.,,,,,,2,"Delimiting plus an explicit statement that the enclosed material is data is the structural control, and it addresses the whole class rather than one phrasing. It is necessary and not sufficient, which is why least privilege and approval gates sit alongside it. Provenance claims and summarization do not change how the content is read.",D3 Integration
Which tool surface property most directly degrades selection reliability?,multiple-choice,A small number of tools each with a large and complex input schema.,,Tools that return large outputs which then accumulate within the context.,,A large number of tools with overlapping or vaguely stated purposes.,,Tools whose names are long and descriptive rather than short and terse.,,,,,,3,"Selection degrades as the decision space grows, and overlap makes it worse than count alone suggests — schemas also occupy context on every request. Schema complexity affects argument validity, naming affects selection positively when it is specific, and large outputs are a context problem rather than a selection one.",D3 Integration
A tool is under-triggering. Which single change is most likely to fix it?,multiple-choice,Raise the model tier so selection among the available tools becomes reliable.,,Move it earlier in the tool array so that it is considered before the alternatives.,,Reduce the number of parameters so the tool is simpler to invoke correctly.,,"State the conditions under which it should be called, not merely what it does.",,,,,,4,"Claude decides whether to call a tool almost entirely from its description, so a tool that under-triggers usually has an implicit trigger condition — and the fix is one prescriptive sentence rather than a bigger model. Parameter count affects usability, and array position carries no selection weight.",D3 Integration
Where should a third-party credential live so a prompt-injected run cannot reach it?,multiple-choice,"In agent memory, so it persists and need not be supplied on each session.",,"In a tool description, so it accompanies the capability that requires it.",,"In the system prompt, which is really never displayed to the user of the system.",,"Host-side in the orchestrator, or in a vault injected after the request leaves.",,,,,,4,"Credentials never belong in model-readable context. Either your orchestrator holds the secret and returns only the result, or a vault substitutes it after the request leaves the model's reach. Every other option places a live secret where a successful injection can simply ask for it, and memory is worst because it replays into later sessions.",D3 Integration
Which technique lets data cross a boundary without being legible to the receiving system?,multiple-choice,Tokenization or redaction of the fields that need not be readable there.,,"Access control on the receiving system, which limits who can read them.",,"A retention limit, which ensures the fields are not held for very long.",,"Encryption in transit, which protects the fields while they are being sent.",,,,,,1,"Minimizing at the boundary comes first, and where a field must cross but need not be legible, tokenization or redaction is the control. Transit encryption protects data that still arrives readable, access control governs who reads it once there, and retention governs how long — all downstream of whether it is legible at all.",D3 Integration
What should a pipeline do with model output that fails schema validation?,multiple-choice,"Abort the run, since a validation failure indicates a systematic problem.",,"Retry it until it validates, since the record is needed for completeness.",,"Skip it and continue, so a single malformed record simply does not stop the run.",,"Reject, retry or escalate it, and count the rejections so the rate is visible.",,,,,,4,"Validate then reject, retry or escalate — never silently drop, because a pipeline whose coverage quietly erodes looks healthy on every dashboard while a rising rejection rate is one of the earliest signals that something upstream changed. Unbounded retries loop on deterministically invalid input, and aborting is too brittle for bulk work.",D3 Integration
A team proposes replacing a broad execution tool with forty narrow ones. What is the risk?,multiple-choice,Narrow tools simply cannot express the combinations a broad tool handled naturally.,,A surface that large dilutes selection and consumes context on every request.,,Narrow tools require individual authorization rules that must be maintained.,,Forty tools exceed the number that may be declared on a single request.,,,,,,2,"Both extremes fail: one broad tool gives the harness an opaque string it cannot govern, and forty overlapping tools dilute selection while their schemas occupy context. The recommended shape is breadth plus promotion for anything needing to be gated, audited, rendered or parallelized — with tool search if the surface must genuinely be large.",D3 Integration
Which failure mode does idempotency specifically address?,multiple-choice,An operation that succeeded while its response was lost in transit.,,An operation that timed out because the downstream system was saturated.,,An operation that failed and must be retried against a second provider.,,An operation that was rejected because the request body was malformed.,,,,,,1,"The precise case is a successful server-side operation whose acknowledgement never arrived: retrying is correct and duplicating the effect is not, which is what an idempotency key resolves. Malformed requests fail identically on retry, and saturation is a capacity condition handled by backoff rather than by idempotency.",D3 Integration
What must an audit trail contain to reconstruct why a system produced a particular output?,multiple-choice,The identity of the engineer who deployed the version then running.,,The final output together with the timestamp at which it was produced.,,The model and prompt versions that were in force right at the time of the call.,,"What was sent, what was retrieved, what was returned and who approved it.",,,,,,4,"Reconstruction needs the inputs, the retrieved material, the output and the human step between them, because any of those may be where the explanation lies. The output alone shows a result without its basis, versions are one input among several, and deployment attribution identifies who to ask rather than answering the question.",D3 Integration
Which condition calls for shedding load with a clear message rather than queueing?,multiple-choice,The downstream dependency is degraded rather than fully unavailable.,,The work is latency-tolerant and can be completed later in the day.,,A user is waiting on the result and cannot be left indefinitely.,,The rate limit applies per account rather than per individual request.,,,,,,3,"Rate limiting is handled with backoff and jitter, and then the workload divides: latency-tolerant work is queued while work someone is waiting on is shed with an honest message rather than left hanging. Whether the limit is per account and how the dependency is behaving do not change which half a request belongs to.",D3 Integration
What is the highest-value use of a limited human review budget?,multiple-choice,Reviewing the records the automated methods have already marked as passing.,,"Reviewing the most recent records, which reflect the system's current state.",,Calibrating the automated methods so the remaining volume can be trusted.,,Reviewing a random sample and reporting the resulting pass rate as a metric.,,,,,,3,"Human review is ground truth and its scarcity means spending it where it multiplies. Calibrating an automated grader against human judgment makes the automated verdicts trustworthy across the whole volume, which is worth far more than a hand-graded sample used only to produce a number nobody can extend.","D4 Evaluation, Testing & Optimization"
Which evaluation category tests whether the system resists being manipulated?,multiple-choice,"Negative cases, where the correct response is a refusal or not-found.",,"Edge cases, at the boundaries of the input distribution encountered.",,"Ambiguous cases, where no single answer is clearly the correct one.",,"Adversarial cases, including injection attempts and entitlement probes.",,,,,,4,"Adversarial cases cover injection attempts, entitlement probes and out-of-scope requests — deliberate attempts to make the system misbehave. Edge, ambiguous and negative cases each probe something different: boundary behaviour, judgment under uncertainty, and the willingness to decline when no answer exists.","D4 Evaluation, Testing & Optimization"
Which category catches a system that invents an answer rather than declining?,multiple-choice,"Negative cases, where the correct response is that no answer exists.",,"Typical cases, which establish baseline competence on ordinary requests.",,"Adversarial cases, which probe the system with deliberately hostile input.",,"Edge cases, which exercise the extremes of the expected input range.",,,,,,1,"Negative cases supply inputs where the right answer is a refusal or a not-found, which is the only way to establish that the system declines rather than fabricating. Without them a set can pass completely while the system invents an answer for every question outside its corpus.","D4 Evaluation, Testing & Optimization"
A team wants to reduce latency and has already moved to a smaller tier. What comes next?,multiple-choice,"Stream, parallelize independent work, shorten retrieval hops and trim context.",,"Reduce the output cap, so each response completes in less overall time.",,"Move the workload to batch, removing it from the interactive path entirely.",,"Raise the effort setting, so fewer follow-up turns are needed per request.",,,,,,1,"The latency levers run roughly in order: smaller tier, stream, parallelize independent work, shorten retrieval hops, trim context. Serial hops are where the time goes once the tier is settled. Batch is unavailable for work a user waits on, and raising effort increases time per request.","D4 Evaluation, Testing & Optimization"
Which quality lever should be tried before escalating the model tier?,multiple-choice,"More few-shot examples, since they are the cheapest available quality lever.",,"Better grounding and context, since most quality problems are specification problems.",,"A larger output cap, since truncation is a common cause of incomplete answers.",,"Additional verification, since catching a bad output matters rather more than preventing it.",,,,,,2,"The quality levers are better context and grounding, schema enforcement, few-shot examples, escalating the tier, and adding verification — and grounding comes first because under-specification and missing context account for far more poor output than capability limits, at no permanent cost.","D4 Evaluation, Testing & Optimization"
Why is streaming described as improving perceived rather than actual latency?,multiple-choice,The same tokens are produced at the same rate; only their visibility changes.,,The total time falls but the first token still arrives right at the same moment.,,"The measurement changes, since streamed responses are timed differently.",,The improvement applies only when the client renders tokens incrementally.,,,,,,1,"Streaming changes when output becomes visible rather than how long generation takes or what it costs. It is the right answer for a user watching a screen and irrelevant for offline work, and confusing the two produces a fix aimed at a constraint that was never the problem.","D4 Evaluation, Testing & Optimization"
A single passing run is offered as evidence that a prompt change worked. What is the objection?,multiple-choice,"The grading was subjective, so the judgment cannot be relied upon.",,The comparison lacks a control version run under the same conditions.,,Non-deterministic output means one sample cannot separate improvement from noise.,,One run simply does not exercise the range of inputs the change will then encounter.,,,,,,3,"Output is non-deterministic, so a single run proves nothing in either direction and a single failure may not reproduce — changes are judged by aggregate movement across an evaluation set. Input coverage, controls and grading rigour are genuine additional weaknesses beneath the fact that one sample is not evidence at all.","D4 Evaluation, Testing & Optimization"
Which measurement reveals that a cost saving was purchased with quality?,multiple-choice,The evaluation set scoring lower after the change than it did before it.,,"The latency improving alongside the cost, which suggests a trade was made.",,The volume of requests rising as the cheaper configuration is adopted.,,The per-request cost falling by less than the tier difference implied.,,,,,,1,"A fixed evaluation set applied before and after is what makes the comparison meaningful, and every cost lever can move quality — which is why re-running it is the discipline. Cost and volume measure the saving rather than what it bought, and a simultaneous latency gain is common rather than suspicious.","D4 Evaluation, Testing & Optimization"
What does measuring per resolved task rather than per call protect against?,multiple-choice,A change that improves each call while requiring more calls per outcome.,,A change that improves the outcome while raising the cost of each call.,,A change that improves neither but appears better on a small sample.,,A change that improves both but only on a subset of the input types.,,,,,,1,"The unit that matters is the resolved case: a cheaper model needing three attempts is not cheaper, and a faster one escalating half its cases is not faster. Measuring at the call boundary optimizes the measurable rather than the meaningful, which is the same error whichever dimension is in question.","D4 Evaluation, Testing & Optimization"
Which lifecycle stage owns continuous sampling and human spot-checks?,multiple-choice,"Pre-release, alongside the adversarial and regression passes.",,"Production, alongside alarms on the metrics defined earlier.",,"Development, alongside the evaluation run on every change made.",,"Release, alongside the canary and its defined rollback criteria.",,,,,,2,"Each stage has its own gate: development runs the eval on every change, pre-release covers regression and adversarial passes with cost profiling, release is a staged rollout with rollback criteria agreed beforehand, and production is continuous sampling and spot-checks with alarms on the metrics.","D4 Evaluation, Testing & Optimization"
A limitation is recorded as the system not knowing anything about internal data. What design response follows?,multiple-choice,"A disclaimer, so users understand the system has no internal knowledge.",,A longer system prompt describing each internal system and what it contains.,,"Explicit integration, since describing a system is not the same as connecting to one.",,"A more capable tier, which infers more about an organization from context.",,,,,,3,"The model has no inherent access and knows nothing about your data unless it is supplied, so the response is explicit integration through tools or retrieval. A description tells it a system exists without giving it any ability to read from one, and a disclaimer informs users rather than resolving the gap.","D5 Governance, Safety & Risk Management"
How should non-determinism be handled where reproducibility is genuinely required?,multiple-choice,Run each determination several times and use whichever result recurs most.,,Put the decision in code and let the model produce evidence rather than a verdict.,,Lower the sampling temperature until repeated runs return identical output.,,"Record each and every output, so a past determination can be retrieved when questioned.",,,,,,2,"Non-determinism is a documented property, and where reproducibility is a requirement the decision moves into code with the model supplying evidence. Lowering temperature reduces variety without providing a guarantee, recording outputs preserves what happened without making it reproducible, and voting is expensive and still not deterministic.","D5 Governance, Safety & Risk Management"
Why is delimiting described as necessary but not sufficient against injection?,multiple-choice,"It depends on the model recognising the delimiters, which varies between tiers.",,It applies only to retrieved content and not to material a user supplies directly.,,"It has to be repeated in every request, so a single omission defeats it entirely.",,"It is still text competing with text, so it needs architectural controls beside it.",,,,,,4,"Delimiting separates instructions from data and addresses the whole class rather than one phrasing, which makes it necessary — and it remains an instruction the model weighs, which is why least privilege, approval at commitment and credentials outside model context sit alongside it. It applies to any untrusted content.","D5 Governance, Safety & Risk Management"
Which control is detective rather than preventive?,multiple-choice,"Approval at commitment, which interrupts an irreversible act.",,"Least privilege, which removes the capability being protected.",,Credentials held outside anything the model is able to read.,,"Output filtering, which inspects responses on their way out.",,,,,,4,"Output filtering and monitoring are detective: they catch some attempts in flight or report afterwards, and are worth having behind the preventive layers. Least privilege, approval at commitment and keeping credentials unreadable all prevent rather than observe, which is why they carry the weight of the defence.","D5 Governance, Safety & Risk Management"
What is the first governance step before any personal data enters a design?,multiple-choice,Establishing the retention period that will apply to the data once held.,,Classifying which data classes are in play and which may be used at all.,,"Minimizing the fields sent, so only just what the task requires crosses over.",,Confirming the provider's terms permit processing that class of data.,,,,,,2,"Classification comes first — personal, health, financial, confidential, special category — because minimization, retention and permitted use are all decisions taken against it. Taking any of them first means designing without knowing which constraints apply, which is how a class ends up somewhere it should not be.","D5 Governance, Safety & Risk Management"
A team asks whether internal use exempts them from a data-handling restriction. What is the answer?,multiple-choice,"No, since obligations attach to the data and where it is sent rather than the purpose.",,"Yes, provided the output is simply not shared outside the whole team producing it internally.",,"No, unless the restriction explicitly names internal use among its exceptions.",,"Yes, provided the data is deleted once the internal analysis has been completed.",,,,,,1,"Regulatory and policy obligations attach to the data itself and to where it is sent, not to the intent behind the use or the audience for the result. Internal use, prompt deletion and onward sharing are all considerations that operate within the restriction rather than lifting it.","D5 Governance, Safety & Risk Management"
Which decision always requires a human decision-maker regardless of measured accuracy?,multiple-choice,One that cannot be reversed once the action has been taken.,,One where the system's confidence falls below an agreed threshold.,,One whose output will then be read by someone outside the organization.,,One that materially affects a person and is subject to regulation.,,,,,,4,"Consequential, regulated decisions about people — credit, employment, benefits, clinical care — require an accountable human whatever the accuracy figure shows. Irreversibility argues strongly for a gate and is not the same category, external readership is a disclosure question, and a confidence threshold is not an oversight mechanism.","D5 Governance, Safety & Risk Management"
What does an eval set built from production traffic create that its authors often overlook?,multiple-choice,"A maintenance burden, since the set has to be refreshed periodically.",,"A risk of overfitting, since in fact the set reflects only observed behaviour.",,"A dependency on production, so the set changes as traffic changes.",,"A new copy of personal data with its own purpose, retention and rights.",,,,,,4,"An evaluation set built from production traffic is a secondary use of personal data that bypasses review precisely because it feels like engineering hygiene. It carries its own lawful basis, retention period and subject rights. Overfitting and maintenance are genuine methodological concerns rather than governance ones.","D5 Governance, Safety & Risk Management"
Which statement about hallucination is accurate and appropriate to put in a risk register?,multiple-choice,It occurs only where the system has been asked about unfamiliar topics.,,It is detectable from the model's own expressed confidence in an answer.,,It is a documented property requiring compensating controls in the design.,,It is eliminated by grounding the system in an authoritative corpus.,,,,,,3,"Hallucination is fluent, confident output not grounded in any source, and it is not removed by configuration, a corpus or a model choice. The design response is compensating controls: grounding and retrieval, citation checks, verification before action, and human review where the output is consequential.","D5 Governance, Safety & Risk Management"
What should an architect lead with when briefing a VP of Engineering?,multiple-choice,"The runbook, the degraded modes, the alarms and the escalation path.",,"The privilege model, the data flows and the blast radius of a compromise.",,"The data classes involved, the regimes that apply and the controls in place.",,"The trade-off in delivery and quality terms, the recommendation, and what would revisit it.",,,,,,4,"An engineering leader owns delivery risk, service commitments and maintainability, so the briefing leads with the trade-off in those terms plus a recommendation and the signal that would change it. Regimes belong to legal, privilege and blast radius to security, and the runbook to operations.",D6 Stakeholder Communication & Lifecycle Management
What should an end-user briefing lead with?,multiple-choice,The evaluation results establishing the system meets its quality standard.,,"A concrete before-and-after, what they still own, and honest limitations.",,"The cost saving, so users appreciate why the change is being introduced.",,"The architecture, so users understand how the system reaches its answers.",,,,,,2,"End users care about their work tomorrow: what changes concretely, what remains their responsibility, and where the system is unreliable. Evaluation results and architecture are engineering content, and a cost saving explains the organization's motive rather than telling users what to do differently.",D6 Stakeholder Communication & Lifecycle Management
Which is the over-technical failure mode in stakeholder communication?,multiple-choice,Presenting distributions and token analysis to an audience that cannot act on them.,,Simplifying a trade-off until the decision being made is no longer visible.,,Describing the technology rather than the outcome the business will see.,,Presenting options without a recommendation and describing it as neutrality.,,,,,,1,"Two opposite failures are tested: too technical for the audience to evaluate, and simplified until the decision is hidden. Distributions and token analysis are accurate and unusable for a non-technical audience. Withholding a recommendation and leading with technology are related failures of framing rather than of register.",D6 Stakeholder Communication & Lifecycle Management
What is the exit criterion for the prototype stage?,multiple-choice,Evidence the operational controls are in place and documented.,,"Evidence the model can perform the task at all, obtained cheaply.",,Evidence the cost per resolved task falls within the agreed budget.,,Evidence the feature meets its targets across every metric dimension.,,,,,,2,"A prototype tests viability cheaply and exits on evidence the task is achievable at all. Meeting targets across dimensions and measuring real cost with review in place belong to the pilot, and operational controls belong to the production gate. Confusing the gates is how a demo is promoted straight to a rollout.",D6 Stakeholder Communication & Lifecycle Management
What belongs in the retirement stage of a system's lifecycle?,multiple-choice,A final evaluation confirming the system still met its original bar.,,A retrospective capturing what the project learned along the way.,,"Data disposition, downstream migration and a documented rationale.",,An archive of the prompts and configuration for possible restoration.,,,,,,3,"Retirement has its own exit criteria: what happens to the data, what depends on the system and must be migrated, and why the decision was taken. A retrospective is valuable and separate, and archiving configuration without deciding data disposition leaves retention, deletion rights and residency unanswered.",D6 Stakeholder Communication & Lifecycle Management
What should happen to an incident after it has been resolved operationally?,multiple-choice,It is added to the runbook so the same response can be applied rather more quickly.,,It becomes a permanent evaluation case so the regression cannot return unseen.,,It is analyzed for root cause and the finding recorded in the incident log.,,It is reported to stakeholders as part of the next scheduled service review.,,,,,,2,"Feeding incidents permanently into the evaluation set is what stops the same failure shipping twice. A runbook entry speeds the response to a recurrence rather than preventing one, and reporting and root-cause analysis are both necessary and neither builds the regression protection.",D6 Stakeholder Communication & Lifecycle Management
