Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A B2B SaaS platform team wants a report-generation assistant to follow a consistent persona and standing behavioral guardrails on every call, regardless of the specific user request. Where should this be configured?",multiple-choice,Repeated with slightly different wording in every user message.,,Nowhere — personas and guardrails cannot be configured via prompting.,,"In the system prompt, the dedicated mechanism for persistent, call-spanning instructions and guardrails.",,"In a separate, unrelated request sent before every real one.",,,,,,3,"System prompts are the dedicated mechanism for persistent instructions, templates, and guardrails that should apply across every call, distinct from the specific per-request user message.","D2 Claude Models, Prompting & Context Engineering"
"A fintech company's platform team needs a loan-underwriting assistant to solve a genuinely hard, multi-step reasoning problem more reliably. Which prompt engineering technique directly targets this need?",multiple-choice,"Chain-of-thought prompting, which has Claude reason step by step before producing a final answer.",,"Removing all context to force a faster, less considered answer.",,Repeating the same question multiple times in one prompt.,,"Zero-shot prompting with no additional guidance, which is best suited to genuinely hard multi-step problems.",,,,,,1,"Chain-of-thought prompting — reasoning step by step before the final answer — is the technique best suited to improving reliability on genuinely hard, multi-step reasoning tasks.","D2 Claude Models, Prompting & Context Engineering"
"A healthcare software team needs a clinical documentation assistant to follow an unusual, hard-to-describe output format consistently. Which prompt engineering technique is most effective here?",multiple-choice,Reducing the prompt to a single word.,,"Few-shot prompting, providing concrete examples of the exact desired input/output format.",,"Zero-shot prompting with no examples, which works equally well for unusual formats.",,"Chain-of-thought prompting, which is unrelated to output format control.",,,,,,2,Few-shot prompting — concrete examples of the desired format — is the most effective technique when a format is unusual or hard to describe in words alone.,"D2 Claude Models, Prompting & Context Engineering"
"An e-commerce platform team finds that a returns-processing assistant is approaching its context window limit during long, complex tasks. What is the correct context engineering response?",multiple-choice,"Ignore the context limit, since it has no real effect on output quality.",,Add more unrelated content to the prompt to fill the remaining space.,,"Always switch to a different model family, regardless of whether that addresses the actual content problem.",,"Prioritize and organize the most relevant content, removing unnecessary material while preserving important instructions, rather than sending everything unfiltered.",,,,,,4,Managing the context window means actively organizing and prioritizing content — preserving what matters and removing what doesn't — rather than sending everything unfiltered or ignoring the limit.,"D2 Claude Models, Prompting & Context Engineering"
"A B2B SaaS platform team sends the same large, static system prompt and compliance reports reference content on every request to a report-generation assistant, followed by a short, varying user question. Latency and cost are both concerns. What single change most directly addresses both?",multiple-choice,Truncate the reference content to a small fixed size regardless of whether it's still needed.,,Move the reference content into a few-shot example block instead of the system prompt.,,"Place the static system prompt and reference content before the varying user content, and enable prompt caching so the repeated prefix can be reused across calls.",,Switch to the smallest available model regardless of whether it meets the quality bar.,,,,,,3,"Ordering stable content first and enabling prompt caching lets the repeated prefix be reused across calls, reducing both time-to-first-token and per-request cost without discarding needed context.","D2 Claude Models, Prompting & Context Engineering"
The platform engineering team keeps pasting the same lengthy instructions into every new session for a recurring task in a loan-underwriting assistant. What is the most maintainable way to standardize and reuse this across the team?,multiple-choice,Store the instructions somewhere no one on the team can access them.,,Keep manually pasting the instructions into every new session indefinitely.,,Delete the instructions since repeated tasks don't benefit from standardization.,,"Package the instructions as a modular, reusable Skill, rather than re-pasting them into every request.",,,,,,4,Modular Skills are designed for exactly this: packaging reusable instructions for a recurring task so teams don't re-paste large instruction blocks into every request.,"D2 Claude Models, Prompting & Context Engineering"
"A healthcare software team needs a clinical documentation assistant to classify ambiguous requests into categories where the correct handling can't be fully described in a short instruction, but a handful of representative examples would make the intended behavior clear. Which technique fits, and why not chain-of-thought here?",multiple-choice,Neither technique has any effect on classification consistency.,,"Few-shot prompting fits best, since concrete examples demonstrate the intended behavior directly; chain-of-thought targets step-by-step reasoning depth, not ambiguous-case demonstration.",,Zero-shot prompting is preferable whenever the task involves any ambiguity at all.,,Chain-of-thought is always the superior choice regardless of what the task actually needs.,,,,,,2,"Few-shot examples directly demonstrate intended behavior for ambiguous cases; chain-of-thought instead targets step-by-step reasoning depth, which is a different problem than demonstrating classification judgment.","D2 Claude Models, Prompting & Context Engineering"
"A returns-support agent for a returns-processing assistant can read records, draft replies, issue refunds, and delete accounts, but the support staff using it only ever need to read records and draft replies. Applying least-privilege principles, what change best reduces risk?",multiple-choice,Keep all tools but add a confirmation prompt before refunds and deletions.,,Replace the agent with a larger model that follows instructions more reliably.,,"Remove the refund and delete tools from the agent's configuration entirely, since the role never needs them.",,Add logging to the refund and delete tools so misuse can be audited after the fact.,,,,,,3,"Least privilege means removing capabilities the role does not require, eliminating the attack surface rather than merely monitoring or guarding it. Logging and confirmation prompts are detective/compensating controls, not removal of unnecessary privilege — and model size is unrelated to authorization scope.",D3 Integration
"The platform reliability team configured an account-support agent for a report-generation assistant with a single shared API credential that grants full account access, used identically for every request regardless of what the request actually needs. What security gap does this represent?",multiple-choice,"Shared credentials are only a problem for human users, never for agents.",,None — a single shared credential is the simplest and safest approach.,,This is only a concern if the credential is ever written down on paper.,,"An authorization gap: the credential grants far more access than most requests need, violating least privilege and expanding the impact of any compromise.",,,,,,4,A single broad credential used for every request — regardless of actual need — violates least privilege and expands the blast radius of any compromise or bug. Authorization should be scoped to what each request actually requires.,D3 Integration
"A fintech company's platform team must justify a configuration decision for a loan-underwriting assistant that adds a short additional reasoning step, increasing latency slightly but meaningfully improving accuracy on high-stakes requests. How should this trade-off be evaluated?",multiple-choice,"By flipping a coin, since accuracy and latency trade-offs can't be reasoned about.",,"By always rejecting any change that adds any latency whatsoever, regardless of accuracy impact.",,"By weighing the measured accuracy gain against the latency cost relative to the stated latency target and the stakes of the request, not by defaulting to 'faster is always better.'",,"Purely on whether the API call succeeded, ignoring accuracy or latency figures entirely.",,,,,,3,"Accuracy-latency trade-offs should be evaluated against the specific stakes and stated latency target — not by reflexively favoring speed, and not while ignoring the actual measured accuracy improvement.",D3 Integration
"A healthcare software team needs to monitor a clinical documentation assistant at 800,000 requests/month, where per-request manual log review is impossible. What monitoring approach fits this scale?",multiple-choice,"Aggregate observability — dashboards, sampling, and alerting on key metrics — rather than manually reviewing every individual request log.",,Manually reading every single request log line by line.,,"No monitoring at all, since scale makes observability impossible.",,Monitoring only the first 10 requests of each day and assuming the rest behave identically.,,,,,,1,"At high volume, aggregate observability — dashboards, sampling, and alerting on key metrics — is the scalable monitoring strategy; manual per-request review doesn't scale, and skipping monitoring entirely isn't a real option.",D3 Integration
"An e-commerce platform team is designing a RAG pipeline over vendor contracts for a returns-processing assistant, where individual documents contain long, semantically distinct sections. What chunking strategy best fits this document structure?",multiple-choice,"Fixed-size chunking with no regard for section boundaries, splitting mid-thought wherever the size limit falls.",,"Skipping chunking and indexing entirely, feeding full documents on every query.",,"Chunking aligned to the documents' semantic/section structure, so each chunk stays coherent rather than split arbitrarily.",,Treating each entire document as a single unsplit chunk regardless of length.,,,,,,3,Chunking should be matched to document structure — semantically coherent chunks aligned to section boundaries retrieve and reason better than arbitrary fixed-size splits or single-blob documents.,D3 Integration
"A B2B SaaS platform team is choosing a retrieval strategy for a report-generation assistant where queries follow varied, unstructured support tickets. Which retrieval approach should be matched to this query pattern rather than applied as a one-size-fits-all default?",multiple-choice,"The retrieval strategy should be selected to fit the actual data shape and query pattern (e.g., different approaches for short structured lookups vs. long unstructured narrative queries).",,Chunking and indexing decisions are unrelated to how queries are actually phrased.,,The same retrieval configuration should be used for every application regardless of data shape or query pattern.,,Retrieval strategy has no measurable effect on result quality.,,,,,,1,"Retrieval strategy should be matched to the actual data shape and query pattern — a strategy tuned for short structured lookups won't necessarily serve long, unstructured narrative queries well, and vice versa.",D3 Integration
"A RAG-powered feature in a loan-underwriting assistant suddenly starts returning confident but incorrect answers right after a scheduled document refresh, while latency and the model version are unchanged. What is the most likely first place to investigate?",multiple-choice,"The context window size, which has not changed.",,"The temperature setting, which is unrelated to a change coinciding with a document refresh.",,"The retrieval/indexing step, which may be returning irrelevant or stale chunks after the refresh (e.g., a broken re-index or mismatched embeddings).",,"The model's weights, which silently changed on their own.",,,,,,3,"Confident-but-wrong answers appearing right after a document refresh, with model and latency unchanged, point squarely at the retrieval/indexing step — for example a broken re-index or mismatched embeddings feeding the model poor context.",D3 Integration
"A healthcare software team needs a clinical documentation assistant to access several existing internal systems and external APIs as standardized tools, usable by more than one client application without bespoke integration work each time. Which integration mechanism best fits?",multiple-choice,"A bespoke, hand-rolled integration written separately for every client that needs access.",,"MCP (Model Context Protocol), which exposes tools/resources through a standardized protocol any compliant client can connect to.",,Avoiding integration entirely and relying only on the model's built-in knowledge.,,A single hard-coded API call embedded directly in one specific application with no reuse.,,,,,,2,MCP is designed for exactly this: standardized tool/resource exposure that multiple clients can connect to without writing bespoke integration code per client.,D3 Integration
"An e-commerce platform team needs a returns-processing assistant to call a single, well-known internal API for one specific, simple, tightly-scoped integration need, where a full standardized protocol would add unnecessary overhead. What is a reasonable integration choice here?",multiple-choice,"A direct API call or CLI integration, since the need is simple, tightly scoped, and doesn't require standardized multi-client tool discovery.",,"No integration should ever be built for a simple, well-known API.",,"MCP is always required for any integration, regardless of scope.",,"Agent-to-agent communication, which is unrelated to a single simple API need.",,,,,,1,"For a simple, tightly-scoped, single-purpose integration, a direct API call or CLI approach can be the right choice — MCP's standardized, multi-client tool discovery is more valuable when several clients need to share the same tools.",D3 Integration
"A B2B SaaS platform team is deciding whether a report-generation assistant should load an entire large knowledge base into context upfront, or fetch relevant pieces incrementally as needed. What does the progressive-discovery approach offer over a monolithic context strategy here?",multiple-choice,Loading everything upfront always produces lower latency than fetching incrementally.,,Progressive discovery and monolithic context strategies are functionally identical in every case.,,"Progressive discovery fetches only what's relevant as needed, avoiding the token cost and dilution of loading an entire large knowledge base upfront regardless of relevance.",,A monolithic context strategy is always superior for any knowledge base size.,,,,,,3,"Progressive discovery avoids the token cost and context dilution of loading an entire knowledge base upfront, fetching only what's relevant to the specific request as needed — valuable when the full knowledge base is large relative to what any one request actually needs.",D3 Integration
A fintech company's platform team is reviewing an agent-to-agent communication design for a loan-underwriting assistant where one internal agent can invoke another with no defined boundary on what it's allowed to request. What integration risk does this represent?,multiple-choice,"An authorization gap: without a defined boundary, one agent could request actions or data outside its intended scope, undermining least-privilege design.",,No risk — agent-to-agent communication should always be fully unrestricted for maximum flexibility.,,Agent-to-agent communication cannot be scoped or restricted by design.,,This is purely a performance concern with no security implications.,,,,,,1,"Unrestricted agent-to-agent invocation undermines least-privilege design — without a defined boundary on what one agent can request of another, the effective authorization scope of the whole system becomes unclear and overly broad.",D3 Integration
A healthcare software team finds that a clinical documentation assistant's current tool configuration includes several tools that were added for potential future use but are never actually invoked in production. What does the guide's principle on capability bloat recommend?,multiple-choice,"Evaluate and remove unused tool/agent capabilities, since unnecessary capability expands the attack surface without providing corresponding value.",,Capability bloat has no bearing on security or reliability.,,Add even more speculative tools in case they become useful eventually.,,Keep all tools configured indefinitely regardless of whether they are ever used.,,,,,,1,"Evaluating tool/agent configuration for capability bloat and removing unused capabilities reduces the attack surface and decision complexity, consistent with least-privilege design.",D3 Integration
"An e-commerce platform team is defining evaluation metrics for a returns-processing assistant, a high-stakes feature reviewed by the VP of Customer Experience. Which set of metrics best reflects a complete evaluation strategy?",multiple-choice,"Only latency, since speed is the sole determinant of user satisfaction.",,"Accuracy alone, since it is the only metric that matters for a high-stakes feature.",,No formal metrics — relying entirely on informal impressions.,,"A combination matched to the stakes involved: accuracy, latency, cost, safety, and security, not a single metric in isolation.",,,,,,4,"A complete evaluation strategy defines metrics across accuracy, latency, cost, safety, and security as appropriate to the feature's stakes — not a single metric evaluated in isolation.","D4 Evaluation, Testing & Optimization"
A B2B SaaS platform team is building an evaluation dataset for a report-generation assistant and wants it to actually catch real failure modes before launch. What should the dataset include?,multiple-choice,"A single example, since more examples don't meaningfully improve an evaluation.",,"A representative mix including edge cases and ambiguous scenarios, assessed using a mix of automated and human review.",,Only cases the current system already handles correctly.,,"Only simple, typical cases with no ambiguity or edge cases.",,,,,,2,"A representative evaluation dataset includes edge cases and ambiguous scenarios — not just easy, typical cases — assessed with a mix of automated and human methodologies to catch real failure modes.","D4 Evaluation, Testing & Optimization"
A fintech company's platform team wants to compare two candidate prompt configurations for a loan-underwriting assistant before choosing one to ship. What is the appropriate methodology?,multiple-choice,Skipping any comparison and deciding by coin flip.,,"A/B testing (or equivalent comparative testing) measuring both configurations against the same evaluation criteria, rather than picking one based on a single anecdotal example.",,"Choosing whichever configuration was implemented first, regardless of measured performance.",,Shipping both configurations simultaneously to all users with no comparison at all.,,,,,,2,"A/B testing (or equivalent comparative evaluation) against consistent criteria is the appropriate way to choose between candidate configurations — not anecdote, launch order, or chance.","D4 Evaluation, Testing & Optimization"
"A healthcare software team observes that a clinical documentation assistant sometimes produces fluent, confident answers that are simply wrong. How should this be classified and diagnosed relative to a prompt failure or a model mismatch?",multiple-choice,"This can only be a model mismatch, never a hallucination.",,As a hallucination — distinct from a prompt failure (unclear instructions) or a model mismatch (wrong model for the task) — and diagnosed by checking whether the claim can be verified against a source at all.,,Confident output is always accurate by definition and needs no diagnosis.,,"All three failure types (hallucination, prompt failure, model mismatch) are identical and require the same fix.",,,,,,2,"Hallucination (fabricated but confident output), prompt failure (unclear instructions), and model mismatch (wrong model for the task) are distinct failure categories requiring different diagnosis and fixes — not interchangeable labels.","D4 Evaluation, Testing & Optimization"
An e-commerce platform team wants to reduce operating cost for a returns-processing assistant without degrading the quality bar the VP of Customer Experience has signed off on. What is the correct optimization approach?,multiple-choice,The only way to reduce cost is to stop using Claude entirely.,,"Use evaluation data to identify where a cheaper model or leaner prompt still meets the agreed quality bar, rather than cutting cost uniformly with no regard for quality impact.",,"Cut cost by switching to the cheapest available model everywhere, without checking whether quality still meets the bar.",,"Cost and quality are entirely unrelated, so any cost-cutting approach is equally valid.",,,,,,2,"Cost optimization should be evaluation-driven: identify where a cheaper model or leaner prompt still clears the agreed quality bar, rather than cutting cost indiscriminately and risking a quality regression.","D4 Evaluation, Testing & Optimization"
"After a recent deployment change to a report-generation assistant, a B2B SaaS platform team wants to detect any regression in behavior as early as possible. What should be relied on?",multiple-choice,Waiting for stakeholders to report problems anecdotally before investigating anything.,,Assuming no regression occurred since the change was reviewed before deployment.,,"Logging and observability data tracking system behavior over time, compared against the pre-change baseline.",,Disabling all monitoring immediately after deployment to reduce noise.,,,,,,3,"Logging and observability data, compared against a pre-change baseline, is how regressions are detected early — not waiting for anecdotal reports or assuming a reviewed change can't regress.","D4 Evaluation, Testing & Optimization"
"An evaluation of a loan-underwriting assistant reveals a specific, recurring gap in a narrow category of requests. What should a fintech company's platform team do next?",multiple-choice,"Diagnose the specific gap, make a targeted fix, and re-test to confirm the gap is closed — an iterative improvement cycle rather than a one-off fix with no verification.",,Rebuild the entire system from scratch in response to one narrow gap.,,Apply a completely unrelated change and hope it happens to help.,,Ignore the gap since the overall aggregate metrics still look acceptable.,,,,,,1,"The correct response to an evaluation finding is an iterative cycle: diagnose the specific gap, make a targeted fix, and re-test to confirm — not ignoring it, over-reacting with a full rebuild, or guessing blindly.","D4 Evaluation, Testing & Optimization"
"A clinical documentation assistant's overall evaluation accuracy looks strong (e.g., 96%), but a healthcare software team wants to confirm this isn't hiding poor performance on a specific request type or clinical guidelines category. What should be done before trusting the aggregate number?",multiple-choice,Assume all subgroups perform identically to the aggregate without checking.,,"Trust the aggregate number, since it already reflects performance across all cases equally.",,Stop evaluating further once the aggregate crosses a threshold.,,"Analyze accuracy broken down by segment (request type, document category, etc.), since an aggregate metric can mask poor performance in a specific subgroup.",,,,,,4,"Aggregate accuracy can mask poor performance on a specific segment. Breaking down accuracy by request type, document category, or similar segments is needed before trusting the aggregate figure.","D4 Evaluation, Testing & Optimization"
"An e-commerce platform team needs to evaluate a subjective quality dimension of a returns-processing assistant's output (e.g., tone appropriateness) alongside an objective one (e.g., whether a required field is present). Should both use the same evaluation methodology?",multiple-choice,"Not necessarily — objective checks can often be automated directly, while subjective dimensions may need human review or model-graded evaluation calibrated against human judgment.",,Subjective qualities can never be evaluated in any systematic way.,,"Yes, every dimension of quality must always be evaluated with the exact same automated check.",,Objective checks should always be done by human reviewers instead of automation.,,,,,,1,"Objective criteria (like field presence) are often well suited to direct automated checks, while subjective qualities (like tone) may need human review or model-graded evaluation calibrated against human judgment — a mixed-methodology evaluation strategy.","D4 Evaluation, Testing & Optimization"
"A B2B SaaS platform team is deciding whether to reduce a report-generation assistant's model tier after evaluation data shows a cheaper tier meets the quality bar for most, but not all, request types. What is the appropriate action?",multiple-choice,Switch every request to the cheaper tier regardless of whether every request type actually meets the bar.,,"Move the bulk of traffic that meets the quality bar to the cheaper tier, while keeping the more capable tier for the request types that still need it.",,Ignore the evaluation data and decide based on the original launch configuration alone.,,Keep every request on the most expensive tier regardless of what the evaluation data shows.,,,,,,2,Right-sizing based on evaluation data means moving traffic that meets the bar to the cheaper tier while reserving the more capable tier for request types that still need it — not an all-or-nothing switch.,"D4 Evaluation, Testing & Optimization"
"A fintech company's platform team is building a RAG-powered feature for a loan-underwriting assistant that ingests content from external, untrusted sources. What guardrail most directly addresses the risk of prompt injection from that content?",multiple-choice,"Trusting all retrieved content equally, since it came through an official retrieval pipeline.",,"Treating retrieved external content strictly as data to analyze, never as instructions to follow, and restricting what actions can be triggered by it without review.",,Relying solely on the model's own judgment with no additional safeguard.,,"Removing all guardrails, since retrieval pipelines are inherently safe.",,,,,,2,"Prompt injection from untrusted retrieved content is mitigated by treating it strictly as data, never as instructions, and restricting what sensitive actions it can trigger without review — not by trusting it implicitly or relying on the model alone.","D5 Governance, Safety & Risk Management"
"A healthcare software team is documenting known risks for a clinical documentation assistant before production deployment. Which of the following is a genuine, well-documented limitation of LLM-based systems that the design should account for?",multiple-choice,"Hallucination — fluent, confident output that may be factually wrong — which must be accounted for with verification or review steps.",,LLM failure modes are entirely eliminated once a system prompt is added.,,Model behavior is fully deterministic and therefore requires no risk assessment.,,"LLMs never produce incorrect output once properly configured, so no accounting is needed.",,,,,,1,"Hallucination is a genuine, well-documented LLM limitation that a production design must account for through verification, grounding, or review — it is not eliminated by configuration alone.","D5 Governance, Safety & Risk Management"
"A returns-processing assistant occasionally produces high-impact, uncertain outputs (e.g., a recommendation with real financial or clinical consequences) for an e-commerce platform team. What governance control should apply to these specific outputs?",multiple-choice,Human review only for outputs that are already known to be low-impact.,,"A human-in-the-loop validation step for high-impact or uncertain outputs, so consequential decisions are not fully automated without appropriate review.",,"Full automation with no human review, since review would slow down the process.",,No governance control is needed once the model is deployed to production.,,,,,,2,"High-impact or uncertain outputs need human-in-the-loop validation — governance should ensure important, consequential decisions are not fully automated without appropriate approval.","D5 Governance, Safety & Risk Management"
An EU-facing account-management assistant processes personal data of EU residents. Which consideration is most directly required by GDPR for this design?,multiple-choice,GDPR has no bearing on AI-powered applications specifically.,,"Data minimization and respecting data-subject rights (such as access, correction, and deletion requests) for the personal data being processed.",,"GDPR only applies to companies physically headquartered in the EU, so this design has no GDPR obligations.",,GDPR requirements are satisfied automatically simply by using Claude.,,,,,,2,"GDPR requires data minimization and honoring data-subject rights (access, correction, deletion, etc.) for personal data of EU residents, regardless of where the processing company is headquartered — and using a given AI provider doesn't automatically satisfy these obligations.","D5 Governance, Safety & Risk Management"
A hospital's patient-portal chatbot in the United States processes protected health information (PHI) as part of its normal operation. What compliance consideration is most directly required here?,multiple-choice,HIPAA requirements are automatically satisfied by any cloud-hosted application.,,"HIPAA safeguards for PHI — appropriate access controls, minimum necessary use, and handling consistent with HIPAA's privacy and security requirements.",,"HIPAA only applies to paper medical records, not to software processing PHI.",,No special handling is required as long as the software is generally described as 'secure.',,,,,,2,"Handling PHI in the U.S. requires HIPAA-consistent safeguards — appropriate access controls and minimum-necessary use — regardless of whether records are digital or paper, and this isn't satisfied automatically by generic cloud hosting.","D5 Governance, Safety & Risk Management"
A federal health agency's public information assistant is intended for use within a U.S. federal government context. What compliance consideration does this introduce that a purely commercial deployment might not require?,multiple-choice,"No additional considerations, since government and commercial deployments have identical compliance requirements.",,"FedRAMP authorization requirements, reflecting the specific security controls required for cloud services used by U.S. federal agencies.",,"FedRAMP is only relevant to hardware vendors, not to AI-powered applications.",,Federal deployments never have any additional compliance obligations beyond a standard commercial contract.,,,,,,2,Deployments used within U.S. federal agencies introduce FedRAMP authorization requirements — a specific set of security controls that commercial-only deployments typically don't need to meet.,"D5 Governance, Safety & Risk Management"
